256,4,4,407.7226252555847,6.597686767578125,11.269479751586914
256,4,4,714.0941679477692,6.547089576721191,11.193177223205566
256,4,4,701.1782939434052,6.560544013977051,11.229462623596191
625,5,4,800.6636154651642,8.564483642578125,15.629615783691406
625,5,4,824.0466735363007,8.56161117553711,15.606513023376465
625,5,4,792.1036138534546,8.36762809753418,15.487276077270508
2401,7,4,979.458446264267,17.08458137512207,51.96282386779785
1296,6,4,1040.7661199569702,11.7494535446167,30.787263870239258
1296,6,4,1150.9319241046906,11.739662170410156,30.529123306274414
1296,6,4,1153.3948767185211,11.854228019714355,31.74403953552246
4096,8,4,1391.7070863246918,28.971577644348145,101.26620769500732
2401,7,4,1632.007161140442,19.364137649536133,58.493069648742676
4096,8,4,1675.1875975131989,25.672547340393066,95.27018070220947
2401,7,4,1702.433730840683,17.266884803771973,57.720900535583496
4096,8,4,2457.921761751175,29.660082817077637,99.13223934173584
6561,9,4,2572.4321179389954,44.17513084411621,163.26789951324463
6561,9,4,4135.653210639954,44.2824182510376,162.8544054031372
6561,9,4,4212.915523290634,49.12753677368164,135.26576042175293
10000,10,4,8906.004007339478,38.899343490600586,276.99724292755127
10000,10,4,9807.044107437134,54.404147148132324,233.0574769973755
10000,10,4,10023.604273796082,61.79090118408203,255.9296636581421
14641,11,4,11790.177554607391,91.62970733642578,358.66265296936035
14641,11,4,15811.8260679245,78.90603256225586,360.0070562362671
14641,11,4,17142.30397415161,67.790771484375,408.1033134460449
20736,12,4,24669.422832727432,106.45992851257324,503.3722229003906
20736,12,4,38157.175074100494,106.77834415435791,510.31845569610596
20736,12,4,43737.764713048935,106.777268409729,505.5290403366089
28561,13,4,47807.301953315735,148.1346139907837,699.1758136749268
28561,13,4,48328.93723773956,175.17494869232178,707.4557943344116
28561,13,4,64226.952936410904,148.09091758728027,699.4096345901489
38416,14,4,70323.12060880661,205.64951133728027,928.5938520431519
38416,14,4,72473.52225875854,193.33435344696045,944.2788715362549
38416,14,4,86330.94864082336,205.65087699890137,928.5911531448364
