81,3,4,255.8314332962036,1.3307323455810547,385.83356380462646
256,4,4,277.27078342437744,1.383880615234375,411.75867080688477
625,5,4,224.2854826450348,1.5238838195800781,466.23990058898926
1296,6,4,469.2259602546692,1.8387956619262695,565.6816329956055
2401,7,4,705.6937029361725,2.292346954345703,734.611608505249
4096,8,4,756.4523665904999,3.1145896911621094,994.8218441009521
6561,9,4,1378.420461654663,4.274803161621094,1421.9178771972656
10000,10,4,3508.8398563861847,5.924890518188477,1956.5553216934204
14641,11,4,4625.124960660934,7.421536445617676,2645.1026821136475
20736,12,4,10950.732175588608,10.093981742858887,3819.72313785553
81,3,4,163.54377341270447,1.3257274627685547,385.95844078063965
256,4,4,177.98486471176147,1.3842315673828125,411.22564029693604
625,5,4,373.19670128822327,1.5202159881591797,465.26976013183594
1296,6,4,287.7826409339905,1.8426542282104492,565.9139776229858
2401,7,4,746.1503286361694,2.2902841567993164,734.7269382476807
4096,8,4,756.7997047901154,3.116215705871582,993.6664791107178
6561,9,4,2002.230787038803,4.278613090515137,1420.3152589797974
10000,10,4,2484.353281736374,5.921573638916016,1939.8562116622925
28561,13,4,15242.928278207779,13.559133529663086,4868.879927635193
14641,11,4,4634.666703224182,7.41950798034668,2659.9172019958496
20736,12,4,8479.953006982803,10.092870712280273,3769.1141204833984
38416,14,4,26892.802155017853,17.95907688140869,6297.29771900177
28561,13,4,13529.910079717636,13.559574127197266,4829.644423484802
81,3,4,257.22766065597534,1.3286323547363281,386.168869972229
256,4,4,285.1783928871155,1.3822765350341797,411.6603374481201
625,5,4,337.0250401496887,1.521702766418457,464.88462924957275
1296,6,4,459.8612606525421,1.8402814865112305,564.2868099212646
2401,7,4,960.0570869445801,2.2901411056518555,734.0696887969971
4096,8,4,1146.3159594535828,3.1154403686523438,998.9789915084839
6561,9,4,1713.5911040306091,4.276446342468262,1425.8055047988892
10000,10,4,4533.221314668655,5.920076370239258,1947.353476524353
50625,15,4,43076.32426285744,23.45151424407959,8230.473487854004
14641,11,4,10373.71337223053,7.421323776245117,2657.06804561615
20736,12,4,11105.603199005127,10.093894004821777,3810.437452316284
38416,14,4,34399.510285139084,17.9603214263916,6247.257839202881
28561,13,4,15130.547710418701,13.556390762329102,4829.57040309906
50625,15,4,43289.88290810585,23.45066261291504,8294.181141853333
38416,14,4,25874.61263203621,17.958003997802734,6241.40408039093
65536,16,4,65910.10959720612,30.20064640045166,12188.711351394653
50625,15,4,45949.924013376236,23.450451850891113,8316.785193443298
65536,16,4,71362.11438179016,30.197940826416016,12158.48941898346
65536,16,4,71085.19142246246,30.200565338134766,12110.474321365356
